,pokemon,id,form,rank,move,raito
1024,マルノーム,317,0,4,あくび,25.7
1025,マルノーム,317,0,5,アンコール,25.7
1026,マルノーム,317,0,6,とける,18.8
1027,マルノーム,317,0,7,たくわえる,17.0
1028,マルノーム,317,0,8,ゲップ,15.9
1029,マルノーム,317,0,9,まもる,13.3
1030,マルノーム,317,0,10,みちづれ,12.0
1031,ドンメル,322,0,1,あくび,59.5
1032,ドンメル,322,0,2,ステルスロック,56.2
1033,ドンメル,322,0,3,ふんえん,56.1
1034,ドンメル,322,0,4,あまえる,45.3
1035,ドンメル,322,0,5,たくわえる,42.6
1036,ドンメル,322,0,6,ボディプレス,33.2
1037,ドンメル,322,0,7,ねむる,28.8
1038,ドンメル,322,0,8,ほのおのうず,20.1
1039,ドンメル,322,0,9,じしん,9.8
1040,ドンメル,322,0,10,おにび,9.5
1041,バクーダ,323,0,1,だいちのちから,62.3
1042,バクーダ,323,0,2,じわれ,41.8
1043,バクーダ,323,0,3,じしん,33.3
1044,バクーダ,323,0,4,かえんほうしゃ,31.6
1045,バクーダ,323,0,5,ふんえん,30.6
1046,バクーダ,323,0,6,ふんか,27.3
1047,バクーダ,323,0,7,あくび,25.9
1048,バクーダ,323,0,8,テラバースト,24.2
1049,バクーダ,323,0,9,ステルスロック,16.8
1050,バクーダ,323,0,10,ストーンエッジ,16.6
1051,コータス,324,0,1,ステルスロック,72.0
1052,コータス,324,0,2,あくび,70.2
1053,コータス,324,0,3,オーバーヒート,66.7
1054,コータス,324,0,4,ソーラービーム,42.7
1055,コータス,324,0,5,ふんか,23.1
1056,コータス,324,0,6,クリアスモッグ,20.6
1057,コータス,324,0,7,かえんほうしゃ,16.2
1058,コータス,324,0,8,じわれ,13.1
1059,コータス,324,0,9,ボディプレス,11.4
1060,コータス,324,0,10,だいちのちから,11.2
1061,バネブー,325,0,1,ミラーコート,48.8
1062,バネブー,325,0,2,ひかりのかべ,41.7
1063,バネブー,325,0,3,トリックルーム,39.3
1064,バネブー,325,0,4,リフレクター,35.7
1065,バネブー,325,0,5,サイコキネシス,34.5
1066,バネブー,325,0,6,あやしいひかり,27.4
1067,バネブー,325,0,7,ナイトヘッド,22.6
1068,バネブー,325,0,8,ねむる,22.6
1069,バネブー,325,0,9,パワージェム,20.2
1070,バネブー,325,0,10,サイコショック,16.7
1071,ブーピッグ,326,0,1,サイコショック,37.4
1072,ブーピッグ,326,0,2,ミラーコート,35.3
1073,ブーピッグ,326,0,3,サイコキネシス,32.0
1074,ブーピッグ,326,0,4,だいちのちから,29.7
1075,ブーピッグ,326,0,5,パワージェム,22.2
1076,ブーピッグ,326,0,6,マジカルシャイン,21.0
1077,ブーピッグ,326,0,7,ふきとばし,19.3
1078,ブーピッグ,326,0,8,でんじは,15.6
1079,ブーピッグ,326,0,9,きあいだま,13.7
1080,ブーピッグ,326,0,10,みらいよち,13.6
1081,サボネア,331,0,1,ふいうち,85.9
1082,サボネア,331,0,2,つるぎのまい,82.4
1083,サボネア,331,0,3,タネばくだん,58.8
1084,サボネア,331,0,4,テラバースト,55.3
1085,サボネア,331,0,5,タネマシンガン,27.1
1086,サボネア,331,0,6,アンコール,23.5
1087,サボネア,331,0,7,すなかけ,14.1
1088,サボネア,331,0,8,つけあがる,10.6
1089,サボネア,331,0,9,やどりぎのタネ,9.4
1090,サボネア,331,0,10,ねをはる,8.2
1091,ノクタス,332,0,1,ふいうち,84.9
1092,ノクタス,332,0,2,リーフストーム,56.3
1093,ノクタス,332,0,3,あくのはどう,40.3
1094,ノクタス,332,0,4,テラバースト,37.6
1095,ノクタス,332,0,5,ニードルガード,36.6
1096,ノクタス,332,0,6,みちづれ,22.4
1097,ノクタス,332,0,7,アンコール,14.3
1098,ノクタス,332,0,8,エナジーボール,14.1
1099,ノクタス,332,0,9,タネマシンガン,10.7
1100,ノクタス,332,0,10,しっぺがえし,10.3
1101,チルット,333,0,1,はねやすめ,67.6
1102,チルット,333,0,2,コットンガード,50.0
1103,チルット,333,0,3,ほろびのうた,41.2
1104,チルット,333,0,4,ねっぷう,32.4
1105,チルット,333,0,5,ぼうふう,32.4
1106,チルット,333,0,6,ムーンフォース,26.5
1107,チルット,333,0,7,おいかぜ,23.5
1108,チルット,333,0,8,きりばらい,20.6
1109,チルット,333,0,9,しろいきり,17.6
1110,チルット,333,0,10,みだれづき,17.6
1111,チルタリス,334,0,1,ほのおのうず,87.4
1112,チルタリス,334,0,2,ほろびのうた,85.3
1113,チルタリス,334,0,3,はねやすめ,82.9
1114,チルタリス,334,0,4,コットンガード,68.6
1115,チルタリス,334,0,5,まもる,12.5
1116,チルタリス,334,0,6,みがわり,8.8
1117,チルタリス,334,0,7,おにび,8.3
1118,チルタリス,334,0,8,ムーンフォース,6.9
1119,チルタリス,334,0,9,ねむる,6.3
1120,チルタリス,334,0,10,うたう,3.6
1121,ザングース,335,0,1,からげんき,65.8
1122,ザングース,335,0,2,でんこうせっか,46.2
1123,ザングース,335,0,3,シャドークロー,35.1
1124,ザングース,335,0,4,インファイト,31.3
1125,ザングース,335,0,5,つじぎり,27.2
1126,ザングース,335,0,6,はらだいこ,24.2
1127,ザングース,335,0,7,すりかえ,19.9
1128,ザングース,335,0,8,つるぎのまい,18.9
1129,ザングース,335,0,9,バトンタッチ,14.5
1130,ザングース,335,0,10,いのちがけ,14.4
1131,ハブネーク,336,0,1,へびにらみ,81.6
1132,ハブネーク,336,0,2,すりかえ,64.6
1133,ハブネーク,336,0,3,いのちがけ,56.9
1134,ハブネーク,336,0,4,かみくだく,25.4
1135,ハブネーク,336,0,5,ヘドロばくだん,24.6
1136,ハブネーク,336,0,6,ダストシュート,17.5
1137,ハブネーク,336,0,7,あくのはどう,17.1
1138,ハブネーク,336,0,8,かえんほうしゃ,16.6
1139,ハブネーク,336,0,9,じしん,10.2
1140,ハブネーク,336,0,10,フェイント,9.5
1141,ドジョッチ,339,0,1,じわれ,100.0
1142,ドジョッチ,339,0,2,じしん,75.0
1143,ドジョッチ,339,0,3,アクアブレイク,75.0
1144,ドジョッチ,339,0,4,りゅうのまい,75.0
1145,ドジョッチ,339,0,5,すなあらし,12.5
1146,ドジョッチ,339,0,6,どろかけ,12.5
1147,ドジョッチ,339,0,7,ステルスロック,12.5
1148,ドジョッチ,339,0,8,れいとうビーム,12.5
1149,ドジョッチ,339,0,9,こごえるかぜ,12.5
1150,ドジョッチ,339,0,10,ひやみず,12.5
1151,ナマズン,340,0,1,ステルスロック,71.1
1152,ナマズン,340,0,2,じわれ,58.0
1153,ナマズン,340,0,3,まきびし,48.6
1154,ナマズン,340,0,4,ひやみず,29.3
1155,ナマズン,340,0,5,じしん,24.6
1156,ナマズン,340,0,6,れいとうビーム,17.8
1157,ナマズン,340,0,7,りゅうのまい,16.8
1158,ナマズン,340,0,8,アクアブレイク,15.6
1159,ナマズン,340,0,9,だいちのちから,14.6
1160,ナマズン,340,0,10,じならし,12.0
1161,カゲボウズ,353,0,1,のろい,95.2
1162,カゲボウズ,353,0,2,みちづれ,95.2
1163,カゲボウズ,353,0,3,トリックルーム,94.0
1164,カゲボウズ,353,0,4,ナイトヘッド,63.9
1165,カゲボウズ,353,0,5,アンコール,27.7
1166,カゲボウズ,353,0,6,かげうち,7.2
1167,カゲボウズ,353,0,7,たたりめ,4.8
1168,カゲボウズ,353,0,8,おにび,4.8
1169,カゲボウズ,353,0,9,うらみ,4.8
1170,カゲボウズ,353,0,10,１０まんボルト,1.2
1171,ジュペッタ,354,0,1,はたきおとす,48.8
1172,ジュペッタ,354,0,2,トリックルーム,44.7
1173,ジュペッタ,354,0,3,みちづれ,43.0
1174,ジュペッタ,354,0,4,かげうち,41.3
1175,ジュペッタ,354,0,5,のろい,35.0
1176,ジュペッタ,354,0,6,アンコール,29.1
1177,ジュペッタ,354,0,7,シャドークロー,25.2
1178,ジュペッタ,354,0,8,ふいうち,22.0
1179,ジュペッタ,354,0,9,ダストシュート,18.2
1180,ジュペッタ,354,0,10,トリック,15.6
1181,トロピウス,357,0,1,やどりぎのタネ,95.1
1182,トロピウス,357,0,2,まもる,81.7
1183,トロピウス,357,0,3,みがわり,63.7
1184,トロピウス,357,0,4,とんぼがえり,41.9
1185,トロピウス,357,0,5,エアスラッシュ,24.0
1186,トロピウス,357,0,6,こうごうせい,23.4
1187,トロピウス,357,0,7,のろい,13.2
1188,トロピウス,357,0,8,そらをとぶ,7.6
1189,トロピウス,357,0,9,ふきとばし,7.5
1190,トロピウス,357,0,10,テラバースト,5.8
1191,ユキワラシ,361,0,1,ころがる,70.4
1192,ユキワラシ,361,0,2,かなしばり,70.4
1193,ユキワラシ,361,0,3,とおせんぼう,51.9
1194,ユキワラシ,361,0,4,つららおとし,51.9
1195,ユキワラシ,361,0,5,こごえるかぜ,37.0
1196,ユキワラシ,361,0,6,まもる,29.6
1197,ユキワラシ,361,0,7,にらみつける,18.5
1198,ユキワラシ,361,0,8,こおりのつぶて,18.5
1199,ユキワラシ,361,0,9,ひやみず,14.8
1200,ユキワラシ,361,0,10,みがわり,11.1
1201,オニゴーリ,362,0,1,まもる,96.9
1202,オニゴーリ,362,0,2,みがわり,94.2
1203,オニゴーリ,362,0,3,フリーズドライ,89.9
1204,オニゴーリ,362,0,4,テラバースト,68.8
1205,オニゴーリ,362,0,5,ぜったいれいど,29.5
1206,オニゴーリ,362,0,6,かげぶんしん,4.5
1207,オニゴーリ,362,0,7,じしん,3.2
1208,オニゴーリ,362,0,8,かみくだく,1.6
1209,オニゴーリ,362,0,9,こおりのいぶき,1.5
1210,オニゴーリ,362,0,10,こおりのつぶて,1.4
1211,ラブカス,370,0,1,ハイドロポンプ,58.4
1212,ラブカス,370,0,2,メロメロ,56.6
1213,ラブカス,370,0,3,ねがいごと,53.9
1214,ラブカス,370,0,4,あまごい,39.3
1215,ラブカス,370,0,5,あまえる,28.5
1216,ラブカス,370,0,6,こごえるかぜ,27.9
1217,ラブカス,370,0,7,しんぴのまもり,19.6
1218,ラブカス,370,0,8,つぶらなひとみ,16.9
1219,ラブカス,370,0,9,みずのはどう,13.9
1220,ラブカス,370,0,10,みずびたし,13.5
1221,タツベイ,371,0,1,りゅうのまい,67.1
1222,タツベイ,371,0,2,ドラゴンテール,60.0
1223,タツベイ,371,0,3,すてみタックル,60.0
1224,タツベイ,371,0,4,げきりん,60.0
1225,タツベイ,371,0,5,ずつき,21.4
1226,タツベイ,371,0,6,りゅうのいぶき,21.4
1227,タツベイ,371,0,7,こわいかお,21.4
1228,タツベイ,371,0,8,かみくだく,18.6
1229,タツベイ,371,0,9,ひのこ,11.4
1230,タツベイ,371,0,10,にらみつける,11.4
1231,コモルー,372,0,1,りゅうのまい,54.0
1232,コモルー,372,0,2,かわらわり,40.6
1233,コモルー,372,0,3,アイアンヘッド,40.2
1234,コモルー,372,0,4,ドラゴンクロー,39.4
1235,コモルー,372,0,5,テラバースト,37.6
1236,コモルー,372,0,6,げきりん,34.7
1237,コモルー,372,0,7,ドラゴンテール,33.5
1238,コモルー,372,0,8,ほのおのキバ,29.9
1239,コモルー,372,0,9,ねむる,13.7
1240,コモルー,372,0,10,すてみタックル,12.7
1241,ボーマンダ,373,0,1,ダブルウイング,67.1
1242,ボーマンダ,373,0,2,じしん,56.4
1243,ボーマンダ,373,0,3,りゅうのまい,50.1
1244,ボーマンダ,373,0,4,げきりん,35.0
1245,ボーマンダ,373,0,5,りゅうせいぐん,32.8
1246,ボーマンダ,373,0,6,テラバースト,26.1
1247,ボーマンダ,373,0,7,アイアンヘッド,22.1
1248,ボーマンダ,373,0,8,だいもんじ,21.3
1249,ボーマンダ,373,0,9,ぼうふう,13.6
1250,ボーマンダ,373,0,10,かえんほうしゃ,12.1
1251,ムックル,396,0,1,でんこうせっか,100.0
1252,ムックル,396,0,2,がむしゃら,96.4
1253,ムックル,396,0,3,ふきとばし,44.6
1254,ムックル,396,0,4,なきごえ,37.5
1255,ムックル,396,0,5,おいかぜ,35.7
1256,ムックル,396,0,6,かげぶんしん,25.0
1257,ムックル,396,0,7,とんぼがえり,19.6
1258,ムックル,396,0,8,たいあたり,10.7
1259,ムックル,396,0,9,つばさでうつ,10.7
1260,ムックル,396,0,10,ブレイブバード,3.6
1261,ムクバード,397,0,1,がむしゃら,62.0
1262,ムクバード,397,0,2,ブレイブバード,53.5
1263,ムクバード,397,0,3,いのちがけ,38.0
1264,ムクバード,397,0,4,とんぼがえり,31.0
1265,ムクバード,397,0,5,かげぶんしん,31.0
1266,ムクバード,397,0,6,ふきとばし,31.0
1267,ムクバード,397,0,7,でんこうせっか,26.8
1268,ムクバード,397,0,8,おいかぜ,25.4
1269,ムクバード,397,0,9,つばめがえし,22.5
1270,ムクバード,397,0,10,すてみタックル,19.7
1271,ムクホーク,398,0,1,ブレイブバード,98.1
1272,ムクホーク,398,0,2,インファイト,92.2
1273,ムクホーク,398,0,3,とんぼがえり,76.2
1274,ムクホーク,398,0,4,すてみタックル,72.6
1275,ムクホーク,398,0,5,でんこうせっか,19.2
1276,ムクホーク,398,0,6,いのちがけ,13.5
1277,ムクホーク,398,0,7,テラバースト,8.5
1278,ムクホーク,398,0,8,がむしゃら,5.1
1279,ムクホーク,398,0,9,おいかぜ,3.8
1280,ムクホーク,398,0,10,ふきとばし,2.4
1281,コロボーシ,401,0,1,むしくい,100.0
1282,コロボーシ,401,0,2,なきごえ,100.0
1283,コロボーシ,401,0,3,むしのていこう,100.0
1284,コロボーシ,401,0,4,たいあたり,10.3
1285,コロトック,402,0,1,ねばねばネット,80.3
1286,コロトック,402,0,2,ほろびのうた,60.0
1287,コロトック,402,0,3,とびつく,51.0
1288,コロトック,402,0,4,ちょうはつ,45.3
1289,コロトック,402,0,5,うたう,42.1
1290,コロトック,402,0,6,とどめばり,15.5
1291,コロトック,402,0,7,バトンタッチ,14.1
1292,コロトック,402,0,8,つじぎり,13.2
1293,コロトック,402,0,9,いやなおと,11.1
1294,コロトック,402,0,10,つるぎのまい,9.2
1295,コリンク,403,0,1,ワイルドボルト,84.4
1296,コリンク,403,0,2,でんこうせっか,57.8
1297,コリンク,403,0,3,こおりのキバ,57.8
1298,コリンク,403,0,4,じゃれつく,57.8
1299,コリンク,403,0,5,でんじは,26.7
1300,コリンク,403,0,6,ほえる,26.7
1301,コリンク,403,0,7,ボルトチェンジ,26.7
1302,コリンク,403,0,8,じゅうでん,15.6
1303,コリンク,403,0,9,にらみつける,15.6
1304,コリンク,403,0,10,でんきショック,15.6
1305,ルクシオ,404,0,1,ボルトチェンジ,94.7
1306,ルクシオ,404,0,2,でんじは,92.5
1307,ルクシオ,404,0,3,つぶらなひとみ,86.5
1308,ルクシオ,404,0,4,ひかりのかべ,84.2
1309,ルクシオ,404,0,5,かいでんぱ,10.5
1310,ルクシオ,404,0,6,こわいかお,8.3
1311,ルクシオ,404,0,7,あやしいひかり,8.3
1312,ルクシオ,404,0,8,ほえる,3.8
1313,ルクシオ,404,0,9,うそなき,3.0
1314,ルクシオ,404,0,10,じゅうでん,1.5
1315,レントラー,405,0,1,ボルトチェンジ,74.7
1316,レントラー,405,0,2,でんじは,66.7
1317,レントラー,405,0,3,つぶらなひとみ,38.1
1318,レントラー,405,0,4,かいでんぱ,30.6
1319,レントラー,405,0,5,ワイルドボルト,24.6
1320,レントラー,405,0,6,ほえる,16.4
1321,レントラー,405,0,7,からげんき,15.0
1322,レントラー,405,0,8,じゃれつく,14.7
1323,レントラー,405,0,9,かみくだく,14.5
1324,レントラー,405,0,10,エレキフィールド,13.1
1325,ミツハニー,415,0,1,テラバースト,91.7
1326,ミツハニー,415,0,2,かぜおこし,69.4
1327,ミツハニー,415,0,3,むしのさざめき,61.1
1328,ミツハニー,415,0,4,むしのていこう,50.0
1329,ミツハニー,415,0,5,むしくい,45.8
1330,ミツハニー,415,0,6,ねごと,43.1
1331,ミツハニー,415,0,7,あまいかおり,38.9
1332,ビークイン,416,0,1,はねやすめ,89.9
1333,ビークイン,416,0,2,どくどく,78.1
1334,ビークイン,416,0,3,ぼうぎょしれい,74.3
1335,ビークイン,416,0,4,こうげきしれい,21.1
1336,ビークイン,416,0,5,ちょうはつ,16.3
1337,ビークイン,416,0,6,みちづれ,15.6
1338,ビークイン,416,0,7,まもる,13.3
1339,ビークイン,416,0,8,みがわり,10.6
1340,ビークイン,416,0,9,テラバースト,9.4
1341,ビークイン,416,0,10,むしのさざめき,9.4
1342,パチリス,417,0,1,ほっぺすりすり,92.9
1343,パチリス,417,0,2,いかりのまえば,92.8
1344,パチリス,417,0,3,アンコール,49.7
1345,パチリス,417,0,4,とんぼがえり,43.9
1346,パチリス,417,0,5,あまえる,29.2
1347,パチリス,417,0,6,ボルトチェンジ,12.9
1348,パチリス,417,0,7,マッドショット,12.4
1349,パチリス,417,0,8,エレキフィールド,9.2
1350,パチリス,417,0,9,かいでんぱ,8.0
1351,パチリス,417,0,10,ひかりのかべ,7.9
1352,ブイゼル,418,0,1,ウェーブタックル,100.0
1353,ブイゼル,418,0,2,アクアジェット,100.0
1354,ブイゼル,418,0,3,アイススピナー,97.3
1355,ブイゼル,418,0,4,けたぐり,83.6
1356,ブイゼル,418,0,5,かみくだく,13.6
1357,ブイゼル,418,0,6,でんこうせっか,1.8
1358,ブイゼル,418,0,7,アクアブレイク,1.8
1359,フローゼル,419,0,1,ウェーブタックル,98.0
1360,フローゼル,419,0,2,アクアジェット,92.0
1361,フローゼル,419,0,3,アイススピナー,78.5
1362,フローゼル,419,0,4,かみくだく,22.9
1363,フローゼル,419,0,5,たきのぼり,19.7
1364,フローゼル,419,0,6,アクアブレイク,19.4
1365,フローゼル,419,0,7,ねごと,13.2
1366,フローゼル,419,0,8,かわらわり,10.1
1367,フローゼル,419,0,9,こおりのキバ,6.6
1368,フローゼル,419,0,10,けたぐり,5.9
1369,カラナクシ,422,0,1,ステルスロック,93.5
1370,カラナクシ,422,0,2,ミラーコート,93.5
1371,カラナクシ,422,0,3,カウンター,92.9
1372,カラナクシ,422,0,4,あくび,89.2
1373,カラナクシ,422,0,5,じこさいせい,16.2
1374,カラナクシ,422,0,6,おきみやげ,6.8
1375,カラナクシ,422,0,7,だいちのちから,1.4
1376,カラナクシ,422,0,8,ひやみず,1.2
1377,カラナクシ,422,0,9,がんせきふうじ,1.0
1378,カラナクシ,422,0,10,たくわえる,0.7
1379,トリトドン,423,0,1,だいちのちから,68.6
1380,トリトドン,423,0,2,じこさいせい,64.2
1381,トリトドン,423,0,3,ステルスロック,52.9
1382,トリトドン,423,0,4,あくび,51.0
1383,トリトドン,423,0,5,れいとうビーム,42.2
1384,トリトドン,423,0,6,なみのり,25.9
1385,トリトドン,423,0,7,ヘドロばくだん,16.6
1386,トリトドン,423,0,8,ひやみず,14.6
1387,トリトドン,423,0,9,ミラーコート,12.5
1388,トリトドン,423,0,10,カウンター,9.7
1389,フワンテ,425,0,1,みちづれ,82.2
1390,フワンテ,425,0,2,シャドーボール,46.6
1391,フワンテ,425,0,3,おにび,39.7
1392,フワンテ,425,0,4,バトンタッチ,32.2
1393,フワンテ,425,0,5,たくわえる,26.0
1394,フワンテ,425,0,6,ちいさくなる,23.3
1395,フワンテ,425,0,7,トリックルーム,22.6
1396,フワンテ,425,0,8,こごえるかぜ,21.9
1397,フワンテ,425,0,9,おいかぜ,21.2
1398,フワンテ,425,0,10,だいばくはつ,21.2
1399,フワライド,426,0,1,ちいさくなる,81.6
1400,フワライド,426,0,2,バトンタッチ,79.0
1401,フワライド,426,0,3,みがわり,60.8
1402,フワライド,426,0,4,ちからをすいとる,49.1
1403,フワライド,426,0,5,たくわえる,27.5
1404,フワライド,426,0,6,シャドーボール,17.1
1405,フワライド,426,0,7,さいみんじゅつ,9.4
1406,フワライド,426,0,8,みちづれ,8.4
1407,フワライド,426,0,9,エアスラッシュ,7.8
1408,フワライド,426,0,10,おにび,7.5
1409,ムウマージ,429,0,1,シャドーボール,62.7
1410,ムウマージ,429,0,2,みちづれ,58.7
1411,ムウマージ,429,0,3,ちょうはつ,42.0
1412,ムウマージ,429,0,4,こごえるかぜ,32.4
1413,ムウマージ,429,0,5,おにび,24.1
1414,ムウマージ,429,0,6,たたりめ,21.4
1415,ムウマージ,429,0,7,マジカルフレイム,21.0
1416,ムウマージ,429,0,8,マジカルシャイン,17.3
1417,ムウマージ,429,0,9,でんじは,15.9
1418,ムウマージ,429,0,10,トリック,14.3
1419,ドンカラス,430,0,1,ふいうち,93.0
1420,ドンカラス,430,0,2,ほうふく,51.5
1421,ドンカラス,430,0,3,ブレイブバード,43.9
1422,ドンカラス,430,0,4,つじぎり,40.8
1423,ドンカラス,430,0,5,ちょうはつ,28.3
1424,ドンカラス,430,0,6,ねっぷう,23.4
1425,ドンカラス,430,0,7,とんぼがえり,17.2
1426,ドンカラス,430,0,8,イカサマ,14.1
1427,ドンカラス,430,0,9,あくのはどう,12.4
1428,ドンカラス,430,0,10,テラバースト,9.6
1429,スカンプー,434,0,1,だいばくはつ,100.0
1430,スカンプー,434,0,2,えんまく,16.7
1431,スカンプー,434,0,3,ふいうち,16.7
1432,スカンプー,434,0,4,アシッドボム,16.7
1433,スカタンク,435,0,1,ふいうち,72.1
1434,スカタンク,435,0,2,イカサマ,61.9
1435,スカタンク,435,0,3,かみくだく,40.4
1436,スカタンク,435,0,4,ダストシュート,36.8
1437,スカタンク,435,0,5,じゃれつく,27.0
1438,スカタンク,435,0,6,どくどく,22.3
1439,スカタンク,435,0,7,ちょうはつ,20.5
1440,スカタンク,435,0,8,どくづき,15.1
1441,スカタンク,435,0,9,ほのおのうず,12.7
1442,スカタンク,435,0,10,おきみやげ,11.1
1443,ドーミラー,436,0,1,ステルスロック,80.0
1444,ドーミラー,436,0,2,ひかりのかべ,49.5
1445,ドーミラー,436,0,3,てっていこうせん,47.7
1446,ドーミラー,436,0,4,トリックルーム,45.9
1447,ドーミラー,436,0,5,さいみんじゅつ,40.0
1448,ドーミラー,436,0,6,リフレクター,36.4
1449,ドーミラー,436,0,7,あやしいひかり,15.9
1450,ドーミラー,436,0,8,ねんりき,12.3
1451,ドーミラー,436,0,9,たいあたり,12.3
1452,ドーミラー,436,0,10,ジャイロボール,7.7
1453,ドータクン,437,0,1,ジャイロボール,53.3
1454,ドータクン,437,0,2,ボディプレス,42.0
1455,ドータクン,437,0,3,トリックルーム,36.3
1456,ドータクン,437,0,4,ステルスロック,33.3
1457,ドータクン,437,0,5,てっぺき,32.1
1458,ドータクン,437,0,6,じしん,26.1
1459,ドータクン,437,0,7,アイススピナー,24.3
1460,ドータクン,437,0,8,トリック,18.0
1461,ドータクン,437,0,9,てっていこうせん,16.1
1462,ドータクン,437,0,10,アシストパワー,8.3
1463,ウソハチ,438,0,1,カウンター,88.0
1464,ウソハチ,438,0,2,ふいうち,86.8
1465,ウソハチ,438,0,3,まねっこ,39.5
1466,ウソハチ,438,0,4,ステルスロック,29.3
1467,ウソハチ,438,0,5,のろい,25.1
1468,ウソハチ,438,0,6,じたばた,20.4
1469,ウソハチ,438,0,7,がんせきふうじ,19.8
1470,ウソハチ,438,0,8,イカサマ,15.6
1471,ウソハチ,438,0,9,まもる,15.6
1472,ウソハチ,438,0,10,いわなだれ,13.8
1473,ピンプク,440,0,1,まねっこ,100.0
1474,ピンプク,440,0,2,はたく,66.7
1475,ピンプク,440,0,3,プレゼント,33.3
1476,ピンプク,440,0,4,じゅうりょく,33.3
1477,ピンプク,440,0,5,ちきゅうなげ,33.3
1478,ミカルゲ,442,0,1,トリックルーム,55.9
1479,ミカルゲ,442,0,2,おにび,40.9
1480,ミカルゲ,442,0,3,のろい,39.0
1481,ミカルゲ,442,0,4,おきみやげ,33.8
1482,ミカルゲ,442,0,5,みちづれ,26.7
1483,ミカルゲ,442,0,6,イカサマ,25.5
1484,ミカルゲ,442,0,7,ふいうち,22.0
1485,ミカルゲ,442,0,8,あくのはどう,20.1
1486,ミカルゲ,442,0,9,いたみわけ,20.0
1487,ミカルゲ,442,0,10,かげうち,17.2
1488,フカマル,443,0,1,あなをほる,71.4
1489,フカマル,443,0,2,すなあらし,71.4
1490,フカマル,443,0,3,とっしん,71.4
1491,フカマル,443,0,4,ドラゴンクロー,67.9
1492,フカマル,443,0,5,じしん,28.6
1493,フカマル,443,0,6,かみなりのキバ,21.4
1494,フカマル,443,0,7,ドラゴンダイブ,17.9
1495,フカマル,443,0,8,ほのおのキバ,14.3
1496,フカマル,443,0,9,かみつく,14.3
1497,フカマル,443,0,10,ストーンエッジ,7.1
1498,ガバイト,444,0,1,すなじごく,60.5
1499,ガバイト,444,0,2,みがわり,50.0
1500,ガバイト,444,0,3,まもる,50.0
1501,ガバイト,444,0,4,がんせきふうじ,50.0
1502,ガバイト,444,0,5,ステルスロック,26.3
1503,ガバイト,444,0,6,じしん,26.3
1504,ガバイト,444,0,7,ドラゴンテール,26.3
1505,ガバイト,444,0,8,アイアンヘッド,21.1
1506,ガバイト,444,0,9,じならし,18.4
1507,ガバイト,444,0,10,ドラゴンクロー,13.2
1508,ガブリアス,445,0,1,じしん,92.6
1509,ガブリアス,445,0,2,げきりん,57.6
1510,ガブリアス,445,0,3,アイアンヘッド,44.4
1511,ガブリアス,445,0,4,ステルスロック,42.6
1512,ガブリアス,445,0,5,テラバースト,27.6
1513,ガブリアス,445,0,6,ドラゴンテール,24.8
1514,ガブリアス,445,0,7,つるぎのまい,22.8
1515,ガブリアス,445,0,8,がんせきふうじ,19.2
1516,ガブリアス,445,0,9,まきびし,13.2
1517,ガブリアス,445,0,10,ドラゴンクロー,11.1
1518,リオル,447,0,1,まねっこ,95.7
1519,リオル,447,0,2,あなをほる,53.5
1520,リオル,447,0,3,きしかいせい,52.7
1521,リオル,447,0,4,カウンター,24.4
1522,リオル,447,0,5,バレットパンチ,23.9
1523,リオル,447,0,6,でんこうせっか,21.8
1524,リオル,447,0,7,みがわり,14.8
1525,リオル,447,0,8,つるぎのまい,12.6
1526,リオル,447,0,9,いやなおと,11.5
1527,リオル,447,0,10,シャドークロー,9.9
1528,ルカリオ,448,0,1,しんそく,51.1
1529,ルカリオ,448,0,2,バレットパンチ,49.9
1530,ルカリオ,448,0,3,しんくうは,49.7
1531,ルカリオ,448,0,4,インファイト,36.4
1532,ルカリオ,448,0,5,てっていこうせん,31.5
1533,ルカリオ,448,0,6,はどうだん,28.8
1534,ルカリオ,448,0,7,つるぎのまい,21.6
1535,ルカリオ,448,0,8,あくのはどう,18.7
1536,ルカリオ,448,0,9,ラスターカノン,17.2
1537,ルカリオ,448,0,10,コメットパンチ,15.5
1538,ヒポポタス,449,0,1,ステルスロック,91.3
1539,ヒポポタス,449,0,2,あくび,87.0
1540,ヒポポタス,449,0,3,じしん,78.3
1541,ヒポポタス,449,0,4,なまける,39.1
1542,ヒポポタス,449,0,5,ほえる,30.4
1543,ヒポポタス,449,0,6,ふきとばし,13.0
1544,ヒポポタス,449,0,7,すなかけ,8.7
1545,ヒポポタス,449,0,8,あなをほる,8.7
1546,ヒポポタス,449,0,9,じわれ,8.7
1547,ヒポポタス,449,0,10,のろい,4.3
1548,カバルドン,450,0,1,じしん,95.2
1549,カバルドン,450,0,2,ステルスロック,95.0
1550,カバルドン,450,0,3,あくび,91.8
1551,カバルドン,450,0,4,ふきとばし,44.7
1552,カバルドン,450,0,5,ほえる,38.0
1553,カバルドン,450,0,6,なまける,12.1
1554,カバルドン,450,0,7,がんせきふうじ,7.3
1555,カバルドン,450,0,8,こおりのキバ,4.3
1556,カバルドン,450,0,9,じわれ,2.8
1557,カバルドン,450,0,10,ヘビーボンバー,1.2
1558,グレッグル,453,0,1,どくどく,75.6
1559,グレッグル,453,0,2,ふいうち,71.1
1560,グレッグル,453,0,3,わるだくみ,66.7
1561,グレッグル,453,0,4,ベノムショック,46.7
